abandon -> abandons,abandoning,abandoned
gladden -> gladdens,gladdening,gladdened
glamorize -> glamorizes,glamorizing,glamorized
glance -> glances,glancing,glanced
glare -> glares,glaring,glared
glaze -> glazes,glazing,glazed
gleam -> gleams,gleaming,gleamed
glean -> gleans,gleaning,gleaned
glide -> glides,gliding,glided
glimmer -> glimmers,glimmering,glimmered
glimpse -> glimpses,glimpsing,glimpsed
glint -> glints,glinting,glinted
glisten -> glistens,glistening,glistened
glitter -> glitters,glittering,glittered
gloat -> gloats,gloating,gloated
glorify -> glorifies,glorifying,glorified
glory -> glories,glorying,gloried
gloss -> glosses,glossing,glossed
glow -> glows,glowing,glowed
glower -> glowers,glowering,glowered
glue -> glues,glueing,gluing,glued
glut -> gluts,glutting,glutted
gnash -> gnashes,gnashing,gnashed
gnaw -> gnaws,gnawing,gnawed
go -> goes,going,went,gone
goad -> goads,goading,goaded
gobble -> gobbles,gobbling,gobbled
goggle -> goggles,goggling,goggled
goof -> goofs,goofing,goofed
goose -> geese,gooses,goosing,goosed
goose-step -> goose-steps,goose-stepping,goose-stepped
gore -> gores,goring,gored
gorge -> gorges,gorging,gorged
gossip -> gossips,gossiping,gossiped
gouge -> gouges,gouging,gouged
govern -> governs,governing,governed
grab -> grabs,grabbing,grabbed
grace -> graces,gracing,graced
grade -> grades,grading,graded
graduate -> graduates,graduating,graduated
graft -> grafts,grafting,grafted
grant -> grants,granting,granted
grapple -> grapples,grappling,grappled
grasp -> grasps,grasping,grasped
grass -> grasses,grassing,grassed
grate -> grates,grating,grated
gratify -> gratifies,gratifying,gratified
grave -> graves,graven,graved,graving
gravitate -> gravitates,gravitating,gravitated
graze -> grazes,grazing,grazed
grease -> greases,greasing,greased
great -> greater,greatest,greats
green -> greener,greenest,greens
greet -> greets,greeting,greeted
grey -> greyer,greyest,greys,greying
grieve -> grieves,grieving,grieved
grill -> grills,grilling,grilled
grimace -> grimaces,grimacing,grimaced
grin -> grins,grinning,grinned
grind -> grinds,grinding,ground
grip -> grips,gripping,gripped
gripe -> gripes,griping,griped
grit -> grits,gritting,gritted
grizzle -> grizzles,grizzling,grizzled
groan -> groans,groaning,groaned
groom -> grooms,grooming,groomed
grope -> gropes,groping,groped
gross -> grosses,grossing,grossed,grosser,grossest
grouch -> grouches,grouching,grouched
ground -> grounds,grounding,grounded
group -> groups,grouping,grouped
grouse -> grouses,grousing,groused
grovel -> grovels,grovelling,grovelled
grow -> grows,grew,grown,growing
growl -> growls,growling,growled
grub -> grubs,grubbing,grubbed
grudge -> grudges,grudging,grudged
grumble -> grumbles,grumbling,grumbled
grunt -> grunts,grunting,grunted
guarantee -> guarantees,guaranteeing,guaranteed
guard -> guards,guarding,guarded
guess -> guesses,guessing,guessed
guest -> guests,guesting,guested
guffaw -> guffaws,guffawing,guffawed
guide -> guides,guiding,guided
guillotine -> guillotines,guillotining,guillotined
gulp -> gulps,gulping,gulped
gum -> gums,gumming,gummed
gun -> guns,gunning,gunned
gurgle -> gurgles,gurgling,gurgled
gush -> gushes,gushing,gushed
gust -> gusts,gusting,gusted
gut -> guts,gutting,gutted
gutter -> gutters,guttering,guttered
guzzle -> guzzles,guzzling,guzzled
gyrate -> gyrates,gyrating,gyrated
habituate -> habituates,habituating,habituated
hack -> hacks,hacking,hacked
haemorrhage -> haemorrhages,haemorrhaging,haemorrhaged
haggle -> haggles,haggling,haggled
hail -> hails,hailing,hailed
hallmark -> hallmarks,hallmarking,hallmarked
hallucinate -> hallucinates,hallucinating,hallucinated
halt -> halts,halting,halted
halve -> halves,halving,halved
ham -> hams,hamming,hammed
hammer -> hammers,hammering,hammered
hamper -> hampers,hampering,hampered
hamstring -> hamstrings,hamstringing,hamstrung
hand -> hands,handing,handed
handcuff -> handcuffs,handcuffing,handcuffed
handicap -> handicaps,handicapping,handicapped
handle -> handles,handling,handled
hang -> hangs,hanging,hanged,hung
hanker -> hankers,hankering,hankered
happen -> happens,happening,happened
harangue -> harangues,haranguing,harangued
harass -> harasses,harassing,harassed
harbour -> harbours,harbouring,harboured
harden -> hardens,hardening,hardened
hare -> hares,haring,hared
hark -> harks,harking,harked
harm -> harms,harming,harmed
harmonize -> harmonizes,harmonizing,harmonized
harness -> harnesses,harnessing,harnessed
harp -> harps,harping,harped
harpoon -> harpoons,harpooning,harpooned
harry -> harries,harrying,harried
harvest -> harvests,harvesting,harvested
hassle -> hassles,hassling,hassled
hasten -> hastens,hastening,hastened
hatch -> hatches,hatching,hatched
hate -> hates,hating,hated
haul -> hauls,hauling,hauled
haunt -> haunts,haunting,haunted
have -> has,having,had,'d,'ve,d,ve
haw -> haws,hawing,hawed
hawk -> hawks,hawking,hawked
hazard -> hazards,hazarding,hazarded
head -> heads,heading,headed
headline -> headlines,headlining,headlined
heal -> heals,healing,healed
heap -> heaps,heaping,heaped
hear -> hears,hearing,heard
hearten -> heartens,heartening,heartened
heat -> heats,heating,heated
heave -> heaves,hove,heaved,heaving
heavy -> heavier,heaviest,heavies
heckle -> heckles,heckling,heckled
hector -> hectors,hectoring,hectored
hedge -> hedges,hedging,hedged
heed -> heeds,heeding,heeded
heel -> heels,heeling,heeled
heighten -> heightens,heightening,heightened
help -> helps,helping,helped
hem -> hems,hemming,hemmed
henna -> hennas,hennaing,hennaed
herald -> heralds,heralding,heralded
herd -> herds,herding,herded
hesitate -> hesitates,hesitating,hesitated
hew -> hews,hewing,hewed,hewn
hibernate -> hibernates,hibernating,hibernated
hiccup -> hiccups,hiccupping,hiccupped
hide -> hides,hiding,hid,hidden
high -> higher,highest,highs
highlight -> highlights,highlighting,highlighted
hijack -> hijacks,hijacking,hijacked
hike -> hikes,hiking,hiked
hinder -> hinders,hindering,hindered
hinge -> hinges,hinging,hinged
hink -> hinks,hinking,hinked
hint -> hints,hinting,hinted
hire -> hires,hiring,hired
hiss -> hisses,hissing,hissed
hitch -> hitches,hitching,hitched
hitch-hike -> hitch-hikes,hitch-hiking,hitch-hiked
hive -> hives,hiving,hived
hoard -> hoards,hoarding,hoarded
hoax -> hoaxes,hoaxing,hoaxed
hobble -> hobbles,hobbling,hobbled
hobnob -> hobnobs,hobnobbing,hobnobbed
hoe -> hoes,hoeing,hoed
hog -> hogs,hogging,hogged
hoist -> hoists,hoisting,hoisted
hold -> holds,holding,held
hole -> holes,holing,holed
holiday -> holidays,holidaying,holidayed
holler -> hollers,hollering,hollered
hollow -> hollows,hollowing,hollowed
home -> homes,homing,homed
hone -> hones,honing,honed
honeymoon -> honeymoons,honeymooning,honeymooned
honk -> honks,honking,honked
honour -> honours,honouring,honoured
hoodwink -> hoodwinks,hoodwinking,hoodwinked
hook -> hooks,hooking,hooked
hoot -> hoots,hooting,hooted
hoover -> hoovers,hoovering,hoovered
hop -> hops,hopping,hopped
hope -> hopes,hoping,hoped
horrify -> horrifies,horrifying,horrified
horse -> horses,horsing,horsed
horsewhip -> horsewhips,horsewhipping,horsewhipped
hose -> hoses,hosing,hosed
hospitalize -> hospitalizes,hospitalizing,hospitalized
host -> hosts,hosting,hosted
hot -> hotter,hottest,hots,hotting,hotted
hound -> hounds,hounding,hounded
house -> houses,housing,housed
housetrain -> housetrains,housetraining,housetrained
hover -> hovers,hovering,hovered
howl -> howls,howling,howled
huddle -> huddles,huddling,huddled
huff -> huffs,huffing,huffed
hug -> hugs,hugging,hugged
hull -> hulls,hulling,hulled
hum -> hums,humming,hummed
humanize -> humanizes,humanizing,humanized
humble -> humbler,humblest,humbles,humbling,humbled
humidify -> humidifies,humidifying,humidified
humiliate -> humiliates,humiliating,humiliated
humour -> humours,humouring,humoured
hump -> humps,humping,humped
hunch -> hunches,hunching,hunched
hunger -> hungers,hungering,hungered
hunt -> hunts,hunting,hunted
hurdle -> hurdles,hurdling,hurdled
hurl -> hurls,hurling,hurled
hurry -> hurries,hurrying,hurried
hurtle -> hurtles,hurtling,hurtled
husband -> husbands,husbanding,husbanded
hush -> hushes,hushing,hushed
husk -> husks,husking,husked
hustle -> hustles,hustling,hustled
hydroplane -> hydroplanes,hydroplaning,hydroplaned
hypnotize -> hypnotizes,hypnotizing,hypnotized
ice -> ices,icing,iced
ice-skate -> ice-skates,ice-skating,ice-skated
idealize -> idealizes,idealizing,idealized
identify -> identifies,identifying,identified
idle -> idles,idling,idled
idolize -> idolizes,idolizing,idolized
ignite -> ignites,igniting,ignited
ignore -> ignores,ignoring,ignored
ill-treat -> ill-treats,ill-treating,ill-treated
illuminate -> illuminates,illuminating,illuminated
illumine -> illumines,illumining,illumined
illustrate -> illustrates,illustrating,illustrated
imagine -> imagines,imagining,imagined
imbibe -> imbibes,imbibing,imbibed
imbue -> imbues,imbuing,imbued
imitate -> imitates,imitating,imitated
immerse -> immerses,immersing,immersed
immobilize -> immobilizes,immobilizing,immobilized
immortalize -> immortalizes,immortalizing,immortalized
immunize -> immunizes,immunizing,immunized
impact -> impacts,impacting,impacted
impair -> impairs,impairing,impaired
impale -> impales,impaling,impaled
impart -> imparts,imparting,imparted
impeach -> impeaches,impeaching,impeached
impede -> impedes,impeding,impeded
impel -> impels,impelling,impelled
imperil -> imperils,imperilling,imperilled
impersonate -> impersonates,impersonating,impersonated
impinge -> impinges,impinging,impinged
implant -> implants,implanting,implanted
implement -> implements,implementing,implemented
implicate -> implicates,implicating,implicated
implore -> implores,imploring,implored
imply -> implies,implying,implied
import -> imports,importing,imported
importune -> importunes,importuning,importuned
impose -> imposes,imposing,imposed
impound -> impounds,impounding,impounded
impoverish -> impoverishes,impoverishing,impoverished
impregnate -> impregnates,impregnating,impregnated
impress -> impresses,impressing,impressed
imprint -> imprints,imprinting,imprinted
imprison -> imprisons,imprisoning,imprisoned
improve -> improves,improving,improved
improvise -> improvises,improvising,improvised
impugn -> impugns,impugning,impugned
impute -> imputes,imputing,imputed
inaugurate -> inaugurates,inaugurating,inaugurated
incapacitate -> incapacitates,incapacitating,incapacitated
incarcerate -> incarcerates,incarcerating,incarcerated
incense -> incenses,incensing,incensed
inch -> inches,inching,inched
incinerate -> incinerates,incinerating,incinerated
incise -> incises,incising,incised
incite -> incites,inciting,incited
incline -> inclines,inclining,inclined
include -> includes,including,included
inconvenience -> inconveniences,inconveniencing,inconvenienced
incorporate -> incorporates,incorporating,incorporated
increase -> increases,increasing,increased
incriminate -> incriminates,incriminating,incriminated
incubate -> incubates,incubating,incubated
inculcate -> inculcates,inculcating,inculcated
incur -> incurs,incurring,incurred
indent -> indents,indenting,indented
index -> indexes,indexing,indexed,indices
indicate -> indicates,indicating,indicated
indict -> indicts,indicting,indicted
individualize -> individualizes,individualizing,individualized
indoctrinate -> indoctrinates,indoctrinating,indoctrinated
induce -> induces,inducing,induced
induct -> inducts,inducting,inducted
indulge -> indulges,indulging,indulged
industrialize -> industrializes,industrializing,industrialized
indwell -> indwells,indwelt,indwelling
infect -> infects,infecting,infected
infer -> infers,inferring,inferred
infest -> infests,infesting,infested
infiltrate -> infiltrates,infiltrating,infiltrated
inflame -> inflames,inflaming,inflamed
inflate -> inflates,inflating,inflated
inflect -> inflects,inflecting,inflected
inflict -> inflicts,inflicting,inflicted
influence -> influences,influencing,influenced
inform -> informs,informing,informed
infringe -> infringes,infringing,infringed
infuriate -> infuriates,infuriating,infuriated
infuse -> infuses,infusing,infused
ingratiate -> ingratiates,ingratiating,ingratiated
inhabit -> inhabits,inhabiting,inhabited
inhale -> inhales,inhaling,inhaled
inherit -> inherits,inheriting,inherited
inhibit -> inhibits,inhibiting,inhibited
initial -> initials,initialling,initialled
initiate -> initiates,initiating,initiated
inject -> injects,injecting,injected
injure -> injures,injuring,injured
ink -> inks,inking,inked
inlay -> inlays,inlaying,inlaid
innovate -> innovates,innovating,innovated
inoculate -> inoculates,inoculating,inoculated
input -> inputs,inputted,inputting
inquire -> inquires,inquiring,inquired
inscribe -> inscribes,inscribing,inscribed
inseminate -> inseminates,inseminating,inseminated
insert -> inserts,inserting,inserted
inset -> insets,insetted,insetting
insinuate -> insinuates,insinuating,insinuated
insist -> insists,insisting,insisted
inspect -> inspects,inspecting,inspected
inspire -> inspires,inspiring,inspired
install -> installs,installing,installed
instigate -> instigates,instigating,instigated
instil -> instils,instilling,instilled
institute -> institutes,instituting,instituted
institutionalize -> institutionalizes,institutionalizing,institutionalized
instruct -> instructs,instructing,instructed
insulate -> insulates,insulating,insulated
insult -> insults,insulting,insulted
insure -> insures,insuring,insured
integrate -> integrates,integrating,integrated
intend -> intends,intending,intended
intensify -> intensifies,intensifying,intensified
inter -> inters,interring,interred
interact -> interacts,interacting,interacted
intercede -> intercedes,interceding,interceded
intercept -> intercepts,intercepting,intercepted
interchange -> interchanges,interchanging,interchanged
interconnect -> interconnects,interconnecting,interconnected
interest -> interests,interesting,interested
interfere -> interferes,interfering,interfered
interject -> interjects,interjecting,interjected
interlink -> interlinks,interlinking,interlinked
interlock -> interlocks,interlocking,interlocked
intermarry -> intermarries,intermarrying,intermarried
intermingle -> intermingles,intermingling,intermingled
intern -> interns,interning,interned
internalize -> internalizes,internalizing,internalized
interpolate -> interpolates,interpolating,interpolated
interpose -> interposes,interposing,interposed
interpret -> interprets,interpreting,interpreted
interrelate -> interrelates,interrelating,interrelated
interrogate -> interrogates,interrogating,interrogated
interrupt -> interrupts,interrupting,interrupted
